timestamp_jst;timeframe;symbol;broker;server_gmt_offset;close;ma20;ma50;ma200;rsi14;macd_main;macd_signal;atr14;volume;d_open;d_high;d_low;d_close;w_pp;w_r1;w_s1;w_r2;w_s2;notes
2025-11-17T17:00:00+09:00;H4;EURUSD#;XMTrading;3;1.16008;1.16072;1.1567;1.16134;50.25;0.0011;0.0018;0.0025;7737;1.16127;1.1624;1.15945;1.16019;;;;;;
2025-11-17T17:00:00+09:00;H4;EURUSD#;XMTrading;3;1.16008;1.16072;1.1567;1.16134;50.25;0.0011;0.0018;0.0025;7737;1.16127;1.1624;1.15945;1.1601;;;;;;
2025-11-17T17:00:00+09:00;H4;EURUSD#;XMTrading;3;1.16008;1.16072;1.1567;1.16134;50.25;0.0011;0.0018;0.0025;7737;1.16127;1.1624;1.15945;1.16022;;;;;;
2025-11-17T21:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15908;1.16085;1.15692;1.16127;47.08;0.00085;0.00166;0.00255;8753;1.16127;1.1624;1.15881;1.15908;;;;;;
2025-11-18T01:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15934;1.16092;1.15712;1.16119;48;0.00067;0.00149;0.00231;10501;1.16127;1.1624;1.15815;1.15938;;;;;;
2025-11-18T05:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15908;1.16104;1.15734;1.16111;47.12;0.00049;0.00131;0.00226;6951;1.15907;1.15907;1.15881;1.15881;;;;;;
2025-11-18T09:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15904;1.16114;1.15758;1.16104;46.98;0.00035;0.00112;0.00205;3266;1.15907;1.15937;1.15841;1.15903;;;;;;
2025-11-18T13:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15973;1.16112;1.1578;1.16097;49.8;0.00029;0.00093;0.00201;5032;1.15907;1.16033;1.15841;1.15974;;;;;;
2025-11-18T17:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15889;1.16115;1.15801;1.16091;46.55;0.00017;0.00075;0.00203;9521;1.15907;1.16059;1.15841;1.15887;;;;;;
2025-11-18T17:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15889;1.16115;1.15801;1.16091;46.55;0.00017;0.00075;0.00203;9521;1.15907;1.16059;1.15792;1.15894;;;;;;
2025-11-18T21:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15963;1.16115;1.15817;1.16084;49.67;0.00013;0.0006;0.00206;9843;1.15907;1.16059;1.15792;1.15976;;;;;;
2025-11-19T01:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15751;1.16122;1.15835;1.16076;42.1;-0.00007;0.00044;0.00211;15020;1.15907;1.16073;1.1571;1.15749;;;;;;
2025-11-19T05:00:00+09:00;H4;EURUSD#;XMTrading;3;1.158;1.16102;1.15847;1.16068;44.21;-0.00018;0.0003;0.00188;5576;1.158;1.158;1.15727;1.15727;;;;;;
2025-11-19T09:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15763;1.16082;1.15856;1.16061;42.94;-0.0003;0.00017;0.00173;4198;1.158;1.15845;1.15725;1.15761;;;;;;
2025-11-19T13:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15886;1.16045;1.15863;1.16054;48.28;-0.00029;0.00007;0.00177;4541;1.158;1.15904;1.1572;1.15885;;;;;;
2025-11-19T17:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15727;1.16023;1.15872;1.16047;42.71;-0.00041;-0.00004;0.00186;8820;1.158;1.15968;1.1565;1.15735;;;;;;
2025-11-19T21:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15724;1.15993;1.15879;1.1604;42.61;-0.0005;-0.00013;0.00195;10217;1.158;1.15968;1.1565;1.15716;;;;;;
2025-11-20T01:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15326;1.15956;1.15887;1.16032;31.94;-0.00088;-0.00026;0.00215;14760;1.158;1.15968;1.15256;1.15328;;;;;;
2025-11-20T05:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15366;1.15911;1.15886;1.16021;33.74;-0.00114;-0.0004;0.00215;8075;1.15368;1.15368;1.1531;1.1531;;;;;;
2025-11-20T09:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15224;1.15861;1.15879;1.16011;30.65;-0.00144;-0.00058;0.00215;4788;1.15368;1.15417;1.15219;1.1522;;;;;;
2025-11-20T13:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15152;1.15815;1.15868;1.16;29.18;-0.00172;-0.00076;0.00216;4463;1.15368;1.15417;1.15095;1.15143;;;;;;
2025-11-20T17:00:00+09:00;H4;EURUSD#;XMTrading;3;1.1527;1.15763;1.15858;1.1599;34.68;-0.00182;-0.00094;0.00221;8764;1.15368;1.15417;1.15095;1.15275;;;;;;
2025-11-20T21:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15272;1.15724;1.15852;1.15981;34.77;-0.00188;-0.00112;0.00237;13503;1.15368;1.15417;1.15006;1.15273;;;;;;
2025-11-21T01:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15282;1.15687;1.15845;1.15974;35.26;-0.0019;-0.0013;0.00245;19930;1.15368;1.15495;1.15006;1.15284;;;;;;
2025-11-21T05:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15271;1.15651;1.15837;1.15966;34.95;-0.0019;-0.00146;0.00241;6523;1.15271;1.15271;1.15213;1.15213;;;;;;
2025-11-21T09:00:00+09:00;H4;EURUSD#;XMTrading;3;1.1532;1.15619;1.15829;1.15956;37.61;-0.00184;-0.00161;0.00229;5382;1.15271;1.15378;1.15185;1.15321;;;;;;
2025-11-21T13:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15347;1.15589;1.15824;1.15947;39.08;-0.00175;-0.00171;0.00228;4935;1.15271;1.15416;1.15185;1.15346;;;;;;
2025-11-21T17:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15249;1.15561;1.15819;1.15939;35.78;-0.00173;-0.00177;0.00239;12254;1.15271;1.15521;1.15185;1.15245;;;;;;
2025-11-21T21:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15203;1.15528;1.15813;1.1593;34.31;-0.00174;-0.00181;0.00247;14331;1.15271;1.15521;1.14962;1.15218;;;;;;
2025-11-22T01:00:00+09:00;H4;EURUSD#;XMTrading;3;1.15068;1.15489;1.15805;1.15923;30.37;-0.00183;-0.00182;0.00248;17961;1.15271;1.15521;1.14907;1.15071;;;;;;
