timestamp_jst;timeframe;symbol;broker;server_gmt_offset;close;ma20;ma50;ma200;rsi14;macd_main;macd_signal;atr14;volume;d_open;d_high;d_low;d_close;w_pp;w_r1;w_s1;w_r2;w_s2;notes
2026-01-23T18:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17355;1.17390;1.17153;1.16642;52.53;0.00094;0.00127;0.00077;4531;1.17535;1.17587;1.17344;1.17357;;;;;
