timestamp_jst;timeframe;symbol;broker;server_gmt_offset;close;ma20;ma50;ma200;rsi14;macd_main;macd_signal;atr14;volume;d_open;d_high;d_low;d_close;w_pp;w_r1;w_s1;w_r2;w_s2;notes
2026-03-19T09:00:00+09:00;H1;SILVER#;XMTrading;+3;75.67700;78.00635;79.44490;83.31528;30.51;-1.04524;-0.79863;1.07550;6234;75.34600;75.79000;74.99700;75.68200;;;;;
2026-03-19T10:00:00+09:00;H1;SILVER#;XMTrading;+3;75.87400;77.83225;79.35420;83.27204;32.83;-1.04224;-0.85946;1.06186;4898;75.34600;76.25600;74.99700;75.87300;;;;;
2026-03-19T11:00:00+09:00;H1;SILVER#;XMTrading;+3;76.42000;77.70800;79.25092;83.22821;38.89;-0.98445;-0.90059;1.07093;6365;75.34600;76.64900;74.99700;76.37600;;;;;
2026-03-19T12:00:00+09:00;H1;SILVER#;XMTrading;+3;76.13100;77.59430;79.16202;83.18928;36.99;-0.95102;-0.92685;1.07821;12842;75.34600;76.67600;74.99700;76.14200;;;;;
2026-03-19T13:00:00+09:00;H1;SILVER#;XMTrading;+3;76.42600;77.47255;79.07026;83.15604;40.21;-0.89045;-0.94286;1.05136;9077;75.34600;76.67600;74.99700;76.43300;;;;;
2026-03-19T14:00:00+09:00;H1;SILVER#;XMTrading;+3;75.81600;77.34315;78.98358;83.12331;36.10;-0.88151;-0.95521;0.99207;5597;75.34600;76.67600;74.99700;75.81100;;;;;
2026-03-19T15:00:00+09:00;H1;SILVER#;XMTrading;+3;75.69600;77.14190;78.87752;83.09099;35.34;-0.87403;-0.95682;0.87629;3502;75.34600;76.67600;74.99700;75.69500;;;;;
2026-03-19T16:00:00+09:00;H1;SILVER#;XMTrading;+3;74.32400;76.93955;78.78390;83.05754;28.03;-0.96766;-0.96116;0.87636;8588;75.34600;76.67600;74.31600;74.38300;;;;;
2026-03-19T17:00:00+09:00;H1;SILVER#;XMTrading;+3;72.29300;76.68710;78.64160;83.01628;21.08;-1.19200;-0.98096;1.06700;15533;75.34600;76.67600;71.69900;72.28100;;;;;
2026-03-19T18:00:00+09:00;H1;SILVER#;XMTrading;+3;71.13600;76.30535;78.46438;82.95891;18.29;-1.44649;-1.02554;1.13000;11344;75.34600;76.67600;71.07000;71.21800;;;;;
2026-03-19T19:00:00+09:00;H1;SILVER#;XMTrading;+3;71.34000;75.90960;78.25984;82.89378;20.29;-1.61311;-1.08897;1.21707;15155;75.34600;76.67600;69.95300;71.37300;;;;;
2026-03-19T20:00:00+09:00;H1;SILVER#;XMTrading;+3;71.56600;75.54750;78.03774;82.83065;22.55;-1.70724;-1.16928;1.16743;14279;75.34600;76.67600;69.95300;71.48800;;;;;
2026-03-19T21:00:00+09:00;H1;SILVER#;XMTrading;+3;70.77600;75.24880;77.84696;82.76835;20.38;-1.82456;-1.26634;1.22764;12184;75.34600;76.67600;69.95300;70.80900;;;;;
