timestamp_jst;timeframe;symbol;broker;server_gmt_offset;close;ma20;ma50;ma200;rsi14;macd_main;macd_signal;atr14;volume;d_open;d_high;d_low;d_close;w_pp;w_r1;w_s1;w_r2;w_s2;notes
2026-04-18T01:00:00+09:00;H4;SILVER#;XMTrading;+3;82.19500;79.26160;76.68120;77.37175;70.01;1.10095;1.01444;1.25843;57804;78.41200;83.03300;77.75100;82.18900;;;;;
