timestamp_jst;timeframe;symbol;broker;server_gmt_offset;close;ma20;ma50;ma200;rsi14;macd_main;macd_signal;atr14;volume;d_open;d_high;d_low;d_close;w_pp;w_r1;w_s1;w_r2;w_s2;notes
2025-12-11T09:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.16939;1.16468;1.16405;1.16376;77.83;0.00138;0.00063;0.00148;741;1.16939;1.16949;1.16810;1.16940;;;;;
2025-12-11T10:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17010;1.16504;1.16416;1.16381;79.77;0.00154;0.00078;0.00142;756;1.16939;1.17023;1.16810;1.17014;;;;;
2025-12-11T11:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17016;1.16541;1.16429;1.16386;79.93;0.00166;0.00095;0.00139;1495;1.16939;1.17043;1.16810;1.17017;;;;;
2025-12-11T12:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17012;1.16578;1.16443;1.16391;79.48;0.00174;0.00111;0.00138;2011;1.16939;1.17070;1.16810;1.17014;;;;;
2025-12-11T13:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.16934;1.16614;1.16455;1.16396;71.05;0.00171;0.00126;0.00140;1893;1.16939;1.17070;1.16810;1.16945;;;;;
2025-12-11T14:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.16903;1.16644;1.16466;1.16401;67.97;0.00165;0.00139;0.00135;1205;1.16939;1.17070;1.16810;1.16903;;;;;
2025-12-11T15:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.16899;1.16665;1.16475;1.16405;67.56;0.00157;0.00149;0.00132;978;1.16939;1.17070;1.16810;1.16896;;;;;
2025-12-11T16:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.16850;1.16684;1.16484;1.16410;62.61;0.00146;0.00155;0.00125;917;1.16939;1.17070;1.16810;1.16851;;;;;
2025-12-11T17:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.16885;1.16708;1.16492;1.16414;64.60;0.00138;0.00157;0.00122;1184;1.16939;1.17070;1.16810;1.16892;;;;;
2025-12-11T18:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.16932;1.16735;1.16500;1.16419;67.14;0.00134;0.00156;0.00121;1999;1.16939;1.17070;1.16810;1.16933;;;;;
2025-12-11T19:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.16968;1.16765;1.16509;1.16423;68.97;0.00132;0.00154;0.00125;2534;1.16939;1.17070;1.16810;1.16961;;;;;
2025-12-11T20:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17016;1.16794;1.16520;1.16428;71.28;0.00133;0.00150;0.00110;2365;1.16939;1.17070;1.16810;1.17022;;;;;
2025-12-11T21:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17068;1.16825;1.16532;1.16433;73.56;0.00137;0.00146;0.00098;1981;1.16939;1.17072;1.16810;1.17059;;;;;
2025-12-11T22:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17125;1.16857;1.16545;1.16438;75.84;0.00142;0.00143;0.00102;2151;1.16939;1.17174;1.16810;1.17124;;;;;
2025-12-11T23:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17164;1.16892;1.16557;1.16444;77.28;0.00148;0.00141;0.00098;2229;1.16939;1.17189;1.16810;1.17164;;;;;
2025-12-12T00:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17306;1.16925;1.16571;1.16450;81.58;0.00163;0.00142;0.00109;4330;1.16939;1.17361;1.16810;1.17306;;;;;
2025-12-12T01:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17372;1.16962;1.16589;1.16457;83.17;0.00177;0.00145;0.00116;4551;1.16939;1.17480;1.16810;1.17371;;;;;
2025-12-12T02:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17558;1.17003;1.16609;1.16464;86.67;0.00201;0.00152;0.00129;4234;1.16939;1.17567;1.16810;1.17563;;;;;
2025-12-12T03:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17549;1.17042;1.16633;1.16471;85.74;0.00217;0.00161;0.00130;3628;1.16939;1.17590;1.16810;1.17555;;;;;
2025-12-12T04:00:00+09:00;H1;EURUSD#;XMTrading;+3;1.17547;1.17073;1.16657;1.16478;85.53;0.00227;0.00172;0.00134;2798;1.16939;1.17622;1.16810;1.17545;;;;;
