timestamp_jst,timeframe,symbol,broker,server_gmt_offset,close,ma20,ma50,ma200,rsi14,macd_main,macd_signal,atr14,volume,d_open,d_high,d_low,d_close,w_pp,w_r1,w_s1,w_r2,w_s2,notes
2025-11-19T13:00:00+09:00,H4,EURUSD#,XMTrading,+3,1.15886,1.16045,1.15863,1.16054,48.28,-0.00029,0.00007,0.00177,4541,1.15800,1.15904,1.15720,1.15885,1.16052,1.16699,1.15548,1.17203,1.14901,""
