timestamp_jst,timeframe,symbol,broker,server_gmt_offset,close,ma20,ma50,ma200,rsi14,macd_main,macd_signal,atr14,volume,d_open,d_high,d_low,d_close,w_pp,w_r1,w_s1,w_r2,w_s2,notes
2025-11-13T01:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.45800,99.35990,99.41168,99.56417,55.36,0.01729,0.00391,0.07864,749,99.36500,99.56000,99.31300,99.46300,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T02:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.30300,99.37205,99.41054,99.56744,42.38,0.00660,0.00586,0.08664,705,99.36500,99.56000,99.29800,99.30500,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T03:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.31800,99.37595,99.40814,99.56962,43.76,-0.00065,0.00701,0.08914,557,99.36500,99.56000,99.27800,99.31000,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T04:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.28800,99.38110,99.40680,99.57252,41.62,-0.00872,0.00664,0.08900,407,99.36500,99.56000,99.26500,99.29300,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T05:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.31300,99.38385,99.40430,99.57488,44.07,-0.01295,0.00485,0.08486,307,99.36500,99.56000,99.26500,99.31500,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T06:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.34800,99.38510,99.40130,99.57703,47.40,-0.01333,0.00237,0.08343,327,99.36500,99.56000,99.26500,99.35300,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T07:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.33800,99.38750,99.39950,99.57928,46.55,-0.01427,-0.00017,0.08150,248,99.36500,99.56000,99.26500,99.34000,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T08:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.33500,99.38765,99.39830,99.58133,46.28,-0.01508,-0.00291,0.08114,196,99.44500,99.44500,99.44300,99.44300,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T12:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.36500,99.38515,99.39724,99.58321,49.43,-0.01315,-0.00603,0.08293,417,99.44500,99.46300,99.36300,99.36300,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T13:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.35800,99.38465,99.39598,99.58478,48.71,-0.01205,-0.00929,0.08136,312,99.44500,99.46300,99.33000,99.35300,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T14:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.35800,99.38380,99.39198,99.58592,48.71,-0.01105,-0.01125,0.07886,226,99.44500,99.46300,99.33000,99.36000,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T15:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.36800,99.37905,99.38808,99.58555,49.91,-0.00934,-0.01222,0.07579,220,99.44500,99.46300,99.33000,99.37000,99.60100,99.96900,99.01200,100.55800,98.64400,""
2025-11-13T16:00:00+09:00,H1,USDX-DEC25,XMTrading,+3,99.43500,99.37680,99.38688,99.58600,57.17,-0.00255,-0.01153,0.07693,250,99.44500,99.46300,99.33000,99.43300,99.60100,99.96900,99.01200,100.55800,98.64400,""
