timestamp_jst,timeframe,symbol,broker,server_gmt_offset,close,ma20,ma50,ma200,rsi14,macd_main,macd_signal,atr14,volume,d_open,d_high,d_low,d_close,w_pp,w_r1,w_s1,w_r2,w_s2,notes
2025-11-17T17:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.27300,99.22555,99.45620,98.78142,50.55,-0.05501,-0.09927,0.20100,1813,99.25800,99.34800,99.17300,99.26300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-17T17:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.27300,99.22555,99.45620,98.78142,50.55,-0.05501,-0.09927,0.20100,1813,99.25800,99.34800,99.17300,99.26800,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-17T17:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.27300,99.22555,99.45620,98.78142,50.55,-0.05501,-0.09927,0.20100,1813,99.25800,99.34800,99.17300,99.25000,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-17T21:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.35300,99.21995,99.44256,98.79032,53.48,-0.03871,-0.09051,0.20243,2013,99.25800,99.36800,99.17300,99.35800,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-18T01:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.36000,99.21695,99.43052,98.80059,53.74,-0.02495,-0.07936,0.18079,2351,99.25800,99.43800,99.17300,99.36000,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-18T05:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.43000,99.21130,99.41732,98.81091,56.35,-0.00829,-0.06738,0.17829,1364,99.44800,99.45300,99.44800,99.45300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-18T09:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.41800,99.20890,99.40346,98.82180,55.77,0.00389,-0.05349,0.16150,306,99.44800,99.47300,99.40000,99.41800,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-18T13:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.35800,99.21540,99.39056,98.83162,52.83,0.00861,-0.04059,0.15764,1134,99.44800,99.47300,99.31000,99.36300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-18T17:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.42800,99.21655,99.37802,98.84142,55.76,0.01779,-0.02751,0.16321,2229,99.44800,99.47300,99.27800,99.43000,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-18T17:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.42800,99.21655,99.37802,98.84142,55.76,0.01779,-0.02751,0.16321,2229,99.44800,99.50300,99.27800,99.42500,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-18T21:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.35500,99.21970,99.36918,98.85137,52.13,0.01896,-0.01606,0.16750,2157,99.44800,99.50300,99.27800,99.34800,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-19T01:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.51500,99.21570,99.35902,98.86115,58.50,0.03242,-0.00503,0.17093,2867,99.44800,99.54300,99.27800,99.51300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-19T05:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.44000,99.23455,99.35336,98.87258,54.82,0.03662,0.00515,0.14879,1142,99.47500,99.47500,99.47000,99.47000,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-19T09:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.51800,99.24965,99.34940,98.88278,57.80,0.04571,0.01453,0.13521,367,99.47500,99.52300,99.45300,99.52000,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-19T13:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.42500,99.28115,99.34800,98.89255,53.29,0.04489,0.02229,0.13786,1106,99.47500,99.55300,99.40800,99.42800,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-19T17:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.59300,99.30015,99.34574,98.90183,59.44,0.05714,0.02956,0.14800,2255,99.47500,99.64000,99.37500,99.59000,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-19T21:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,99.65000,99.32615,99.34514,98.91217,61.31,0.07063,0.03697,0.15393,2395,99.47500,99.67800,99.37500,99.65300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-20T01:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.00800,99.35900,99.34468,98.92242,70.48,0.10896,0.04812,0.17214,2926,99.47500,100.06800,99.37500,100.00300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-20T01:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.00800,99.35900,99.34468,98.92242,70.48,0.10896,0.04812,0.17214,2926,99.47500,100.13800,99.37500,100.04500,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-20T05:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.04500,99.40115,99.35128,98.93537,71.24,0.14070,0.06178,0.17514,1797,100.04500,100.04500,100.04500,100.04500,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-20T09:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.15300,99.45350,99.36342,98.94863,73.39,0.17257,0.07885,0.17443,480,100.04500,100.15800,100.03300,100.15800,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-20T13:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.20000,99.50125,99.38082,98.96246,74.29,0.19933,0.09739,0.17207,1456,100.04500,100.23000,100.03300,100.20300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-20T17:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.06800,99.55400,99.39722,98.97656,67.39,0.20749,0.11638,0.17807,2232,100.04500,100.23000,100.03300,100.06300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-20T21:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.07800,99.59465,99.40908,98.98812,67.63,0.21232,0.13489,0.19000,2770,100.04500,100.28300,99.98300,100.08300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-21T01:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.13300,99.63340,99.42158,98.99961,69.01,0.21807,0.15414,0.19736,3864,100.04500,100.28300,99.92000,100.13500,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-21T05:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.14300,99.67640,99.43598,99.00993,69.27,0.22089,0.17233,0.19343,1511,100.06500,100.06500,100.05500,100.06500,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-21T09:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.09300,99.71590,99.45108,99.02103,66.31,0.21659,0.18855,0.18271,446,100.06500,100.09300,100.02800,100.08500,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-21T13:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.04500,99.75255,99.46438,99.03263,63.51,0.20693,0.19943,0.18214,1313,100.06500,100.09500,99.99800,100.04800,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-21T17:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.09800,99.78330,99.47558,99.04403,65.26,0.20122,0.20616,0.19050,2733,100.06500,100.10300,99.89800,100.10300,99.19600,99.54200,98.79900,99.93900,98.45300,""
2025-11-21T21:00:00+09:00,H4,USDX-DEC25,XMTrading,+3,100.10800,99.81730,99.48708,99.05543,65.59,0.19526,0.20868,0.19800,3326,100.06500,100.30300,99.89800,100.10000,99.19600,99.54200,98.79900,99.93900,98.45300,""
