timestamp_jst;timeframe;symbol;broker;server_gmt_offset;close;ma20;ma50;ma200;rsi14;macd_main;macd_signal;atr14;volume;d_open;d_high;d_low;d_close;w_pp;w_r1;w_s1;w_r2;w_s2;notes
2026-04-17T01:00:00+09:00;H1;SILVER#;XMTrading;+3;78.67300;79.74165;79.35724;75.68848;38.70;0.04444;0.27314;0.56857;13522;78.94700;80.84000;78.24900;78.64500;;;;;
2026-04-17T02:00:00+09:00;H1;SILVER#;XMTrading;+3;78.49500;79.71190;79.37576;75.71701;36.96;-0.04585;0.22165;0.57293;17204;78.94700;80.84000;78.04400;78.51100;;;;;
2026-04-17T03:00:00+09:00;H1;SILVER#;XMTrading;+3;78.90500;79.68355;79.39584;75.74925;43.29;-0.08336;0.16651;0.57579;13882;78.94700;80.84000;78.04400;78.90800;;;;;
2026-04-17T04:00:00+09:00;H1;SILVER#;XMTrading;+3;78.58200;79.66450;79.42336;75.78556;39.89;-0.13757;0.10840;0.58986;11441;78.94700;80.84000;78.04400;78.59500;;;;;
2026-04-17T05:00:00+09:00;H1;SILVER#;XMTrading;+3;78.28700;79.62595;79.44556;75.81729;37.03;-0.20200;0.04874;0.60779;11791;78.94700;80.84000;78.04400;78.28700;;;;;
2026-04-17T06:00:00+09:00;H1;SILVER#;XMTrading;+3;78.49900;79.59335;79.44584;75.84917;40.34;-0.23327;-0.00767;0.60679;9733;78.94700;80.84000;78.04400;78.52900;;;;;
2026-04-17T07:00:00+09:00;H1;SILVER#;XMTrading;+3;78.69700;79.55150;79.43460;75.88009;43.34;-0.23932;-0.06116;0.58614;8517;78.94700;80.84000;78.04400;78.71600;;;;;
2026-04-17T10:00:00+09:00;H1;SILVER#;XMTrading;+3;78.79100;79.42835;79.41392;75.94379;45.81;-0.25014;-0.15679;0.58257;2751;78.41200;78.83100;78.38300;78.78400;;;;;
2026-04-17T11:00:00+09:00;H1;SILVER#;XMTrading;+3;78.67600;79.36460;79.40340;75.97685;44.45;-0.24563;-0.18901;0.55857;2677;78.41200;78.83100;78.38300;78.67800;;;;;
2026-04-17T12:00:00+09:00;H1;SILVER#;XMTrading;+3;78.70700;79.28065;79.39274;76.00785;44.92;-0.23681;-0.21023;0.55771;6353;78.41200;78.85700;78.38300;78.70600;;;;;
2026-04-17T13:00:00+09:00;H1;SILVER#;XMTrading;+3;78.41100;79.19915;79.37624;76.03900;41.29;-0.25082;-0.22884;0.60064;11533;78.41200;78.85700;77.75100;78.40400;;;;;
2026-04-17T14:00:00+09:00;H1;SILVER#;XMTrading;+3;78.28700;79.08760;79.35366;76.06543;39.84;-0.26883;-0.24342;0.59721;5350;78.41200;78.85700;77.75100;78.30200;;;;;
2026-04-17T15:00:00+09:00;H1;SILVER#;XMTrading;+3;78.88300;78.98320;79.33310;76.09166;49.11;-0.23233;-0.24679;0.60650;4631;78.41200;79.12400;77.75100;78.88000;;;;;
2026-04-17T16:00:00+09:00;H1;SILVER#;XMTrading;+3;79.10900;78.91290;79.32122;76.11985;52.13;-0.18306;-0.24121;0.52571;2355;78.41200;79.23700;77.75100;79.11400;;;;;
2026-04-17T17:00:00+09:00;H1;SILVER#;XMTrading;+3;78.90100;78.86580;79.31016;76.14914;49.24;-0.15897;-0.23229;0.48821;5214;78.41200;79.23700;77.75100;78.89100;;;;;
2026-04-17T18:00:00+09:00;H1;SILVER#;XMTrading;+3;78.63800;78.82375;79.27830;76.17836;45.78;-0.15926;-0.22065;0.48157;8286;78.41200;79.23700;77.75100;78.65000;;;;;
2026-04-17T19:00:00+09:00;H1;SILVER#;XMTrading;+3;78.90800;78.77935;79.25326;76.20805;49.68;-0.13613;-0.20798;0.45357;6187;78.41200;79.23700;77.75100;78.95600;;;;;
2026-04-17T20:00:00+09:00;H1;SILVER#;XMTrading;+3;79.48200;78.73695;79.23416;76.23864;56.81;-0.07067;-0.18854;0.45436;5747;78.41200;79.50800;77.75100;79.49000;;;;;
2026-04-17T21:00:00+09:00;H1;SILVER#;XMTrading;+3;79.56200;78.72855;79.22730;76.27297;57.71;-0.01220;-0.16359;0.45143;5286;78.41200;79.77900;77.75100;79.56000;;;;;
2026-04-17T22:00:00+09:00;H1;SILVER#;XMTrading;+3;79.28300;78.74530;79.22996;76.30786;53.52;0.01150;-0.13444;0.46007;4111;78.41200;79.77900;77.75100;79.29700;;;;;
2026-04-17T23:00:00+09:00;H1;SILVER#;XMTrading;+3;79.61500;78.77580;79.23178;76.34091;57.47;0.05642;-0.09830;0.47579;5657;78.41200;79.77900;77.75100;79.60800;;;;;
2026-04-18T00:00:00+09:00;H1;SILVER#;XMTrading;+3;81.53000;78.83180;79.24044;76.37322;72.17;0.24373;-0.04540;0.58721;10709;78.41200;81.59900;77.75100;81.55000;;;;;
2026-04-18T01:00:00+09:00;H1;SILVER#;XMTrading;+3;82.33600;78.96305;79.28576;76.41584;75.93;0.45200;0.02516;0.67236;17975;78.41200;82.41300;77.75100;82.34400;;;;;
2026-04-18T02:00:00+09:00;H1;SILVER#;XMTrading;+3;82.67500;79.15075;79.36340;76.46354;77.33;0.63707;0.11361;0.71864;15631;78.41200;83.03300;77.75100;82.68400;;;;;
2026-04-18T03:00:00+09:00;H1;SILVER#;XMTrading;+3;82.25400;79.37015;79.44138;76.51220;71.78;0.74122;0.21366;0.70936;14219;78.41200;83.03300;77.75100;82.25000;;;;;
2026-04-18T04:00:00+09:00;H1;SILVER#;XMTrading;+3;82.19500;79.55790;79.50612;76.55913;71.01;0.80967;0.31875;0.71336;9979;78.41200;83.03300;77.75100;82.22700;;;;;
2026-04-18T05:00:00+09:00;H1;SILVER#;XMTrading;+3;81.77800;79.73280;79.57812;76.60736;65.66;0.82081;0.41780;0.72307;12047;78.41200;83.03300;77.75100;81.78100;;;;;
2026-04-18T06:00:00+09:00;H1;SILVER#;XMTrading;+3;81.48900;79.90105;79.61370;76.65584;62.16;0.79712;0.50773;0.73900;11911;78.41200;83.03300;77.75100;81.50200;;;;;
2026-04-18T07:00:00+09:00;H1;SILVER#;XMTrading;+3;81.32200;80.03595;79.64360;76.70051;60.17;0.75616;0.59047;0.74686;9514;78.41200;83.03300;77.75100;81.30500;;;;;
2026-04-20T10:00:00+09:00;H1;SILVER#;XMTrading;+3;79.54200;80.27580;79.71612;76.78268;43.31;0.50483;0.68859;0.85421;7208;79.76000;79.76200;78.99800;79.53500;;;;;
2026-04-20T11:00:00+09:00;H1;SILVER#;XMTrading;+3;78.94900;80.33235;79.72572;76.81915;39.28;0.31576;0.67345;0.88421;8647;79.76000;79.76200;78.61400;78.92800;;;;;
2026-04-20T12:00:00+09:00;H1;SILVER#;XMTrading;+3;79.83100;80.36545;79.71898;76.85267;47.15;0.23438;0.62871;0.95029;9737;79.76000;79.99700;78.61400;79.86500;;;;;
2026-04-20T13:00:00+09:00;H1;SILVER#;XMTrading;+3;80.52700;80.41285;79.72854;76.89057;52.39;0.22348;0.57118;0.99007;11187;79.76000;80.66100;78.61400;80.52200;;;;;
2026-04-20T14:00:00+09:00;H1;SILVER#;XMTrading;+3;80.23600;80.48375;79.76030;76.92901;50.15;0.18917;0.50224;0.98629;7821;79.76000;80.66100;78.61400;80.22800;;;;;
2026-04-20T15:00:00+09:00;H1;SILVER#;XMTrading;+3;79.93000;80.55050;79.77830;76.96678;47.84;0.13573;0.42612;0.86814;5787;79.76000;80.66100;78.61400;79.96000;;;;;
2026-04-20T16:00:00+09:00;H1;SILVER#;XMTrading;+3;79.79600;80.61510;79.78778;77.00591;46.82;0.08162;0.34662;0.80221;3308;79.76000;80.66100;78.61400;79.83000;;;;;
2026-04-20T17:00:00+09:00;H1;SILVER#;XMTrading;+3;79.63300;80.65950;79.78136;77.04417;45.55;0.02530;0.26541;0.77121;8395;79.76000;80.66100;78.61400;79.65300;;;;;
2026-04-20T18:00:00+09:00;H1;SILVER#;XMTrading;+3;79.77300;80.66705;79.77270;77.08304;46.88;-0.00795;0.18915;0.73521;10264;79.76000;80.66100;78.61400;79.83400;;;;;
2026-04-20T19:00:00+09:00;H1;SILVER#;XMTrading;+3;79.38700;80.67760;79.76106;77.12569;43.70;-0.06470;0.12587;0.76407;10460;79.76000;80.66100;78.61400;79.35100;;;;;
2026-04-20T20:00:00+09:00;H1;SILVER#;XMTrading;+3;79.44500;80.68280;79.74206;77.16978;44.31;-0.10380;0.07925;0.71357;7356;79.76000;80.66100;78.61400;79.44900;;;;;
