timestamp_jst;timeframe;symbol;broker;server_gmt_offset;close;ma20;ma50;ma200;rsi14;macd_main;macd_signal;atr14;volume;d_open;d_high;d_low;d_close;w_pp;w_r1;w_s1;w_r2;w_s2;notes
2026-04-22T23:00:00+09:00;H1;GOLD#;XMTrading;+3;4750.37000;4739.80750;4776.08180;4782.89310;46.58;-3.15991;-6.33379;12.97143;10468;4720.98000;4772.25000;4715.58000;4750.98000;;;;;
